Entity,Code,Year,Renewables (TWh – sub method)
Czechia,CZE,1987,6.847
Czechia,CZE,1988,5.831
Czechia,CZE,1989,4.564
Czechia,CZE,1990,3.225
Czechia,CZE,1991,3.025
Czechia,CZE,1992,3.894
Czechia,CZE,1993,4.417
Czechia,CZE,1994,4.914
Czechia,CZE,1995,6.686
Czechia,CZE,1996,6.281
Czechia,CZE,1997,6.092
Czechia,CZE,1998,5.508
Czechia,CZE,1999,6.567
Czechia,CZE,2000,6.319
Czechia,CZE,2001,7.088
Czechia,CZE,2002,8.192
Czechia,CZE,2003,5.113
Czechia,CZE,2004,7.065
Czechia,CZE,2005,8.203
Czechia,CZE,2006,9.389
Czechia,CZE,2007,9.014
Czechia,CZE,2008,9.869
Czechia,CZE,2009,12.248
Czechia,CZE,2010,15.349
Czechia,CZE,2011,19.058
Czechia,CZE,2012,21.078
Czechia,CZE,2013,24.067
Czechia,CZE,2014,23.336
Czechia,CZE,2015,23.838
Czechia,CZE,2016,23.627
Czechia,CZE,2017,24.046
Czechia,CZE,2018,23.375
Czechia,CZE,2019,24.549
Denmark,DNK,1965,0.069
Denmark,DNK,1966,0.072
Denmark,DNK,1967,0.069
Denmark,DNK,1968,0.058
Denmark,DNK,1969,0.061
Denmark,DNK,1970,0.067
Denmark,DNK,1971,0.067
Denmark,DNK,1972,0.067
Denmark,DNK,1973,0.067
Denmark,DNK,1974,0.067
Denmark,DNK,1975,0.058
Denmark,DNK,1976,0.053
Denmark,DNK,1977,0.072
Denmark,DNK,1978,0.083
Denmark,DNK,1979,0.097
Denmark,DNK,1980,0.124
Denmark,DNK,1981,0.128
Denmark,DNK,1982,0.136
Denmark,DNK,1983,0.26
Denmark,DNK,1984,0.268
Denmark,DNK,1985,0.325
Denmark,DNK,1986,0.57
Denmark,DNK,1987,0.734
Denmark,DNK,1988,1.124
Denmark,DNK,1989,1.604
Denmark,DNK,1990,2.356
Denmark,DNK,1991,3.113
Denmark,DNK,1992,4.067
Denmark,DNK,1993,4.971
Denmark,DNK,1994,4.842
Denmark,DNK,1995,5.151
Denmark,DNK,1996,5.774
Denmark,DNK,1997,8.137
Denmark,DNK,1998,10.905
Denmark,DNK,1999,12.165
Denmark,DNK,2000,15.478
Denmark,DNK,2001,16.134
Denmark,DNK,2002,18.615
Denmark,DNK,2003,22.004
Denmark,DNK,2004,25.777
Denmark,DNK,2005,26.396
Denmark,DNK,2006,24.601
Denmark,DNK,2007,27.378
Denmark,DNK,2008,26.653
Denmark,DNK,2009,26.401
Denmark,DNK,2010,32.41
Denmark,DNK,2011,36.75
Denmark,DNK,2012,38.217
Denmark,DNK,2013,40.881
Denmark,DNK,2014,45.785
Denmark,DNK,2015,47.954
Denmark,DNK,2016,46.417
Denmark,DNK,2017,54.793
Denmark,DNK,2018,51.977
Denmark,DNK,2019,58.384
Ecuador,ECU,1965,0.692
Ecuador,ECU,1966,0.792
Ecuador,ECU,1967,0.872
Ecuador,ECU,1968,0.911
Ecuador,ECU,1969,1.011
Ecuador,ECU,1970,1.125
Ecuador,ECU,1971,1.222
Ecuador,ECU,1972,1.236
Ecuador,ECU,1973,1.208
Ecuador,ECU,1974,1.389
Ecuador,ECU,1975,1.744
Ecuador,ECU,1976,1.681
Ecuador,ECU,1977,1.55
Ecuador,ECU,1978,2.197
Ecuador,ECU,1979,1.969
Ecuador,ECU,1980,2.422
Ecuador,ECU,1981,2.164
Ecuador,ECU,1982,2.486
Ecuador,ECU,1983,4.781
Ecuador,ECU,1984,8.981
Ecuador,ECU,1985,9.108
Ecuador,ECU,1986,11.144
Ecuador,ECU,1987,12.694
Ecuador,ECU,1988,13.406
Ecuador,ECU,1989,13.761
Ecuador,ECU,1990,13.852
Ecuador,ECU,1991,14.1
Ecuador,ECU,1992,13.816
Ecuador,ECU,1993,16.139
Ecuador,ECU,1994,18.237
Ecuador,ECU,1995,14.335
Ecuador,ECU,1996,17.621
Ecuador,ECU,1997,18.151
Ecuador,ECU,1998,18.073
Ecuador,ECU,1999,19.935
Ecuador,ECU,2000,21.142
Ecuador,ECU,2001,19.513
Ecuador,ECU,2002,20.631
Ecuador,ECU,2003,19.562
Ecuador,ECU,2004,20.072
Ecuador,ECU,2005,18.79
Ecuador,ECU,2006,19.446
Ecuador,ECU,2007,24.59
Ecuador,ECU,2008,30.369
Ecuador,ECU,2009,24.779
Ecuador,ECU,2010,23.141
Ecuador,ECU,2011,29.581
Ecuador,ECU,2012,32.292
Ecuador,ECU,2013,29.174
Ecuador,ECU,2014,30.421
Ecuador,ECU,2015,34.503
Ecuador,ECU,2016,41.359
Ecuador,ECU,2017,51.576
Ecuador,ECU,2018,52.751
Ecuador,ECU,2019,62.824
Egypt,EGY,1965,4.812
Egypt,EGY,1966,5.07
Egypt,EGY,1967,5.463
Egypt,EGY,1968,8.335
Egypt,EGY,1969,11.085
Egypt,EGY,1970,13.025
Egypt,EGY,1971,14.019
Egypt,EGY,1972,14.339
Egypt,EGY,1973,14.314
Egypt,EGY,1974,16.99
Egypt,EGY,1975,18.868
Egypt,EGY,1976,22.232
Egypt,EGY,1977,25.105
Egypt,EGY,1978,27.584
Egypt,EGY,1979,26.688
Egypt,EGY,1980,27.228
Egypt,EGY,1981,28.37
Egypt,EGY,1982,29.144
Egypt,EGY,1983,27.265
Egypt,EGY,1984,26.75
Egypt,EGY,1985,25.411
Egypt,EGY,1986,24.922
Egypt,EGY,1987,24.915
Egypt,EGY,1988,24.525
Egypt,EGY,1989,26.353
Egypt,EGY,1990,27.647
Egypt,EGY,1991,27.544
Egypt,EGY,1992,27.222
Egypt,EGY,1993,28.035
Egypt,EGY,1994,29.8
Egypt,EGY,1995,31.089
Egypt,EGY,1996,31.9
Egypt,EGY,1997,32.697
Egypt,EGY,1998,33.624
Egypt,EGY,1999,37.368
Egypt,EGY,2000,39.608
Egypt,EGY,2001,40.274
Egypt,EGY,2002,38.957
Egypt,EGY,2003,36.032
Egypt,EGY,2004,36.102
Egypt,EGY,2005,35.386
Egypt,EGY,2006,35.792
Egypt,EGY,2007,39.528
Egypt,EGY,2008,42.308
Egypt,EGY,2009,38.858
Egypt,EGY,2010,37.517
Egypt,EGY,2011,38.171
Egypt,EGY,2012,38.296
Egypt,EGY,2013,37.99
Egypt,EGY,2014,37.549
Egypt,EGY,2015,39.515
Egypt,EGY,2016,40.571
Egypt,EGY,2017,39.583
Egypt,EGY,2018,42.017
Egypt,EGY,2019,49.177
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.017
Estonia,EST,1996,0.014
Estonia,EST,1997,0.022
Estonia,EST,1998,0.033
Estonia,EST,1999,0.044
Estonia,EST,2000,0.05
Estonia,EST,2001,0.05
Estonia,EST,2002,0.094
Estonia,EST,2003,0.123
Estonia,EST,2004,0.164
Estonia,EST,2005,0.293
Estonia,EST,2006,0.343
Estonia,EST,2007,0.396
Estonia,EST,2008,0.525
Estonia,EST,2009,1.42
Estonia,EST,2010,2.728
Estonia,EST,2011,3.061
Estonia,EST,2012,3.805
Estonia,EST,2013,3.132
Estonia,EST,2014,3.496
Estonia,EST,2015,3.863
Estonia,EST,2016,3.833
Estonia,EST,2017,6.114
Estonia,EST,2018,4.758
Estonia,EST,2019,4.837
Europe,,1965,847.791
Europe,,1966,912.975
Europe,,1967,913.756
Europe,,1968,947.872
Europe,,1969,934.442
Europe,,1970,981.102
Europe,,1971,991.098
Europe,,1972,1030.433
Europe,,1973,1047.157
Europe,,1974,1131.482
Europe,,1975,1155.645
Europe,,1976,1070.335
Europe,,1977,1292.09
Europe,,1978,1291.401
Europe,,1979,1358.109
Europe,,1980,1320.885
Europe,,1981,1336.666
Europe,,1982,1322.68
Europe,,1983,1361.925
Europe,,1984,1377.066
Europe,,1985,1427.819
Europe,,1986,1386.797
Europe,,1987,1507.145
Europe,,1988,1615.217
Europe,,1989,1410.745
Europe,,1990,1450.636
Europe,,1991,1482.407
Europe,,1992,1533.374
Europe,,1993,1599.641
Europe,,1994,1624.419
Europe,,1995,1656.037
Europe,,1996,1613.716
Europe,,1997,1690.178
Europe,,1998,1785.899
Europe,,1999,1812.39
Europe,,2000,1904.044
Europe,,2001,1897.186
Europe,,2002,1798.07
Europe,,2003,1738.812
Europe,,2004,1912.808
Europe,,2005,1980.782
Europe,,2006,2025.857
Europe,,2007,2131.376
Europe,,2008,2303.623
Europe,,2009,2383.63
Europe,,2010,2663.135
Europe,,2011,2619.917
Europe,,2012,2940.97
Europe,,2013,3149.597
Europe,,2014,3200.186
Europe,,2015,3359.658
Europe,,2016,3415.272
Europe,,2017,3439.497
Europe,,2018,3686.229
Europe,,2019,3839.521
Finland,FIN,1965,25.982
Finland,FIN,1966,28.836
Finland,FIN,1967,32.304
Finland,FIN,1968,29.136
Finland,FIN,1969,24.293
Finland,FIN,1970,26.456
Finland,FIN,1971,29.669
Finland,FIN,1972,28.833
Finland,FIN,1973,29.388
Finland,FIN,1974,35.286
Finland,FIN,1975,33.914
Finland,FIN,1976,26.338
Finland,FIN,1977,33.838
Finland,FIN,1978,27.219
Finland,FIN,1979,30.196
Finland,FIN,1980,28.381
Finland,FIN,1981,37.929
Finland,FIN,1982,36.358
Finland,FIN,1983,37.724
Finland,FIN,1984,36.799
Finland,FIN,1985,34.262
Finland,FIN,1986,34.416
Finland,FIN,1987,38.322
Finland,FIN,1988,37.118
Finland,FIN,1989,36.195
Finland,FIN,1990,44.492
Finland,FIN,1991,50.55
Finland,FIN,1992,55.725
Finland,FIN,1993,53.991
Finland,FIN,1994,50.702
Finland,FIN,1995,54.269
Finland,FIN,1996,49.23
Finland,FIN,1997,55.063
Finland,FIN,1998,67.453
Finland,FIN,1999,58.575
Finland,FIN,2000,64.626
Finland,FIN,2001,59.149
Finland,FIN,2002,54.1
Finland,FIN,2003,51.637
Finland,FIN,2004,69.107
Finland,FIN,2005,62.443
Finland,FIN,2006,59.722
Finland,FIN,2007,64.435
Finland,FIN,2008,74.115
Finland,FIN,2009,58.489
Finland,FIN,2010,64.46
Finland,FIN,2011,64.587
Finland,FIN,2012,75.439
Finland,FIN,2013,67.757
Finland,FIN,2014,71.759
Finland,FIN,2015,82.011
Finland,FIN,2016,78.083
Finland,FIN,2017,81.197
Finland,FIN,2018,81.567
Finland,FIN,2019,79.728
France,FRA,1965,130.225
France,FRA,1966,146.107
France,FRA,1967,127.73
France,FRA,1968,142.635
France,FRA,1969,150.025
France,FRA,1970,161.255
France,FRA,1971,139.579
France,FRA,1972,139.852
France,FRA,1973,136.796
France,FRA,1974,160.576
France,FRA,1975,170.9
France,FRA,1976,138.604
France,FRA,1977,215.827
France,FRA,1978,193.829
France,FRA,1979,188.62
France,FRA,1980,197.216
France,FRA,1981,204.687
France,FRA,1982,200.284
France,FRA,1983,197.227
France,FRA,1984,186.979
France,FRA,1985,178.071
France,FRA,1986,179.649
France,FRA,1987,202.328
France,FRA,1988,219.141
France,FRA,1989,135.233
France,FRA,1990,154.943
France,FRA,1991,165.846
France,FRA,1992,197.554
France,FRA,1993,186.136
France,FRA,1994,225.992
France,FRA,1995,211.35
France,FRA,1996,192.845
France,FRA,1997,188.036
France,FRA,1998,182.882
France,FRA,1999,212.559
France,FRA,2000,196.472
France,FRA,2001,218.276
France,FRA,2002,179.966
France,FRA,2003,175.383
France,FRA,2004,177.009
France,FRA,2005,158.155
France,FRA,2006,174.693
France,FRA,2007,191.312
France,FRA,2008,221.238
France,FRA,2009,210.902
France,FRA,2010,231.485
France,FRA,2011,194.147
France,FRA,2012,243.569
France,FRA,2013,278.372
France,FRA,2014,266.37
France,FRA,2015,259.194
France,FRA,2016,277.751
France,FRA,2017,260.218
France,FRA,2018,308.631
France,FRA,2019,315.467
Germany,DEU,1965,45.034
Germany,DEU,1966,48.706
Germany,DEU,1967,46.256
Germany,DEU,1968,46.942
Germany,DEU,1969,38.093
Germany,DEU,1970,51.26
Germany,DEU,1971,40.156
Germany,DEU,1972,39.513
Germany,DEU,1973,45.229
Germany,DEU,1974,51.984
Germany,DEU,1975,50.511
Germany,DEU,1976,42.013
Germany,DEU,1977,52.302
Germany,DEU,1978,54.666
Germany,DEU,1979,55.075
Germany,DEU,1980,58.432
Germany,DEU,1981,60.33
Germany,DEU,1982,59.825
Germany,DEU,1983,56.256
Germany,DEU,1984,55.895
Germany,DEU,1985,52.902
Germany,DEU,1986,56.024
Germany,DEU,1987,60.53
Germany,DEU,1988,60.348
Germany,DEU,1989,55.608
Germany,DEU,1990,52.339
Germany,DEU,1991,48.394
Germany,DEU,1992,56.918
Germany,DEU,1993,58.935
Germany,DEU,1994,64.138
Germany,DEU,1995,70.007
Germany,DEU,1996,64.342
Germany,DEU,1997,68.171
Germany,DEU,1998,75.421
Germany,DEU,1999,84.194
Germany,DEU,2000,111.377
Germany,DEU,2001,111.337
Germany,DEU,2002,130.843
Germany,DEU,2003,132.3
Germany,DEU,2004,164.129
Germany,DEU,2005,188.168
Germany,DEU,2006,223.5
Germany,DEU,2007,270.939
Germany,DEU,2008,278.119
Germany,DEU,2009,281.551
Germany,DEU,2010,306.266
Germany,DEU,2011,354.795
Germany,DEU,2012,404.821
Germany,DEU,2013,421.832
Germany,DEU,2014,446.952
Germany,DEU,2015,508.851
Germany,DEU,2016,508.319
Germany,DEU,2017,572.716
Germany,DEU,2018,591.822
Germany,DEU,2019,638.183
Greece,GRC,1965,2.225
Greece,GRC,1966,4.806
Greece,GRC,1967,4.611
Greece,GRC,1968,3.8
Greece,GRC,1969,5.708
Greece,GRC,1970,7.322
Greece,GRC,1971,7.367
Greece,GRC,1972,7.436
Greece,GRC,1973,6.175
Greece,GRC,1974,6.519
Greece,GRC,1975,5.597
Greece,GRC,1976,5.219
Greece,GRC,1977,5.339
Greece,GRC,1978,8.3
Greece,GRC,1979,9.906
Greece,GRC,1980,9.458
Greece,GRC,1981,9.464
Greece,GRC,1982,9.892
Greece,GRC,1983,6.5
Greece,GRC,1984,7.95
Greece,GRC,1985,7.792
Greece,GRC,1986,8.986
Greece,GRC,1987,7.725
Greece,GRC,1988,6.575
Greece,GRC,1989,5.281
Greece,GRC,1990,4.919
Greece,GRC,1991,8.614
Greece,GRC,1992,6.144
Greece,GRC,1993,6.472
Greece,GRC,1994,7.325
Greece,GRC,1995,9.9
Greece,GRC,1996,12.178
Greece,GRC,1997,10.886
Greece,GRC,1998,10.528
Greece,GRC,1999,13.208
Greece,GRC,2000,11.511
Greece,GRC,2001,8.092
Greece,GRC,2002,9.808
Greece,GRC,2003,16.052
Greece,GRC,2004,16.017
Greece,GRC,2005,17.231
Greece,GRC,2006,20.526
Greece,GRC,2007,12.203
Greece,GRC,2008,15.179
Greece,GRC,2009,21.473
Greece,GRC,2010,27.435
Greece,GRC,2011,21.102
Greece,GRC,2012,26.147
Greece,GRC,2013,36.737
Greece,GRC,2014,30.989
Greece,GRC,2015,37.567
Greece,GRC,2016,37.453
Greece,GRC,2017,34.503
Greece,GRC,2018,40.135
Greece,GRC,2019,38.541
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.002
Hong Kong,HKG,2007,0.002
Hong Kong,HKG,2008,0.002
Hong Kong,HKG,2009,0.003
Hong Kong,HKG,2010,0.244
Hong Kong,HKG,2011,0.206
Hong Kong,HKG,2012,0.234
Hong Kong,HKG,2013,0.241
Hong Kong,HKG,2014,0.267
Hong Kong,HKG,2015,0.26
Hong Kong,HKG,2016,0.258
Hong Kong,HKG,2017,0.274
Hong Kong,HKG,2018,0.25
Hong Kong,HKG,2019,0.276
Hungary,HUN,1965,0.208
Hungary,HUN,1966,0.278
Hungary,HUN,1967,0.228
Hungary,HUN,1968,0.247
Hungary,HUN,1969,0.264
Hungary,HUN,1970,0.244
Hungary,HUN,1971,0.267
Hungary,HUN,1972,0.306
Hungary,HUN,1973,0.281
Hungary,HUN,1974,0.225
Hungary,HUN,1975,0.453
Hungary,HUN,1976,0.458
Hungary,HUN,1977,0.414
Hungary,HUN,1978,0.383
Hungary,HUN,1979,0.406
Hungary,HUN,1980,0.311
Hungary,HUN,1981,0.467
Hungary,HUN,1982,0.442
Hungary,HUN,1983,0.431
Hungary,HUN,1984,0.503
Hungary,HUN,1985,0.431
Hungary,HUN,1986,0.428
Hungary,HUN,1987,0.469
Hungary,HUN,1988,0.469
Hungary,HUN,1989,0.439
Hungary,HUN,1990,0.542
Hungary,HUN,1991,0.606
Hungary,HUN,1992,0.567
Hungary,HUN,1993,0.569
Hungary,HUN,1994,0.572
Hungary,HUN,1995,0.608
Hungary,HUN,1996,0.714
Hungary,HUN,1997,0.747
Hungary,HUN,1998,0.597
Hungary,HUN,1999,0.683
Hungary,HUN,2000,0.675
Hungary,HUN,2001,0.709
Hungary,HUN,2002,0.65
Hungary,HUN,2003,0.915
Hungary,HUN,2004,2.534
Hungary,HUN,2005,5.03
Hungary,HUN,2006,3.991
Hungary,HUN,2007,5.002
Hungary,HUN,2008,6.222
Hungary,HUN,2009,7.595
Hungary,HUN,2010,7.856
Hungary,HUN,2011,7.018
Hungary,HUN,2012,6.819
Hungary,HUN,2013,7.138
Hungary,HUN,2014,8.018
Hungary,HUN,2015,8.169
Hungary,HUN,2016,8.193
Hungary,HUN,2017,8.703
Hungary,HUN,2018,9.298
Hungary,HUN,2019,11.084
Iceland,ISL,1965,1.78
Iceland,ISL,1966,1.733
Iceland,ISL,1967,1.846
Iceland,ISL,1968,1.908
Iceland,ISL,1969,2.394
Iceland,ISL,1970,3.958
Iceland,ISL,1971,4.31
Iceland,ISL,1972,4.79
Iceland,ISL,1973,6.126
Iceland,ISL,1974,6.289
Iceland,ISL,1975,6.178
Iceland,ISL,1976,6.579
Iceland,ISL,1977,7.044
Iceland,ISL,1978,7.287
Iceland,ISL,1979,7.958
Iceland,ISL,1980,8.605
Iceland,ISL,1981,8.91
Iceland,ISL,1982,9.906
Iceland,ISL,1983,10.443
Iceland,ISL,1984,10.864
Iceland,ISL,1985,10.65
Iceland,ISL,1986,11.262
Iceland,ISL,1987,11.523
Iceland,ISL,1988,12.249
Iceland,ISL,1989,12.419
Iceland,ISL,1990,12.324
Iceland,ISL,1991,12.28
Iceland,ISL,1992,12.595
Iceland,ISL,1993,13.098
Iceland,ISL,1994,13.244
Iceland,ISL,1995,13.793
Iceland,ISL,1996,14.182
Iceland,ISL,1997,15.484
Iceland,ISL,1998,17.412
Iceland,ISL,1999,19.938
Iceland,ISL,2000,21.314
Iceland,ISL,2001,22.143
Iceland,ISL,2002,23.035
Iceland,ISL,2003,23.122
Iceland,ISL,2004,23.319
Iceland,ISL,2005,23.333
Iceland,ISL,2006,26.52
Iceland,ISL,2007,31.807
Iceland,ISL,2008,43.465
Iceland,ISL,2009,44.159
Iceland,ISL,2010,44.475
Iceland,ISL,2011,44.595
Iceland,ISL,2012,45.194
Iceland,ISL,2013,46.375
Iceland,ISL,2014,46.113
Iceland,ISL,2015,47.546
Iceland,ISL,2016,46.64
Iceland,ISL,2017,48.091
Iceland,ISL,2018,49.278
Iceland,ISL,2019,48.245
India,IND,1965,53.242
India,IND,1966,55.599
India,IND,1967,62.215
India,IND,1968,71.803
India,IND,1969,79.721
India,IND,1970,84.546
India,IND,1971,92.734
India,IND,1972,90.009
India,IND,1973,95.852
India,IND,1974,92.23
India,IND,1975,110.19
India,IND,1976,115.273
India,IND,1977,125.769
India,IND,1978,156.042
India,IND,1979,150.468
India,IND,1980,154.004
India,IND,1981,164.119
India,IND,1982,138.499
India,IND,1983,133.454
India,IND,1984,149.118
India,IND,1985,143.925
India,IND,1986,146.024
India,IND,1987,136.007
India,IND,1988,151.708
India,IND,1989,176.027
India,IND,1990,184.625
India,IND,1991,205.908
India,IND,1992,195.191
India,IND,1993,197.443
India,IND,1994,224.399
India,IND,1995,213.839
India,IND,1996,196.384
India,IND,1997,200.519
India,IND,1998,238.918
India,IND,1999,237.188
India,IND,2000,223.248
India,IND,2001,210.593
India,IND,2002,199.877
India,IND,2003,203.652
India,IND,2004,295.973
India,IND,2005,289.51
India,IND,2006,341.441
India,IND,2007,377.07
India,IND,2008,367.386
India,IND,2009,352.618
India,IND,2010,371.945
India,IND,2011,450.751
India,IND,2012,426.266
India,IND,2013,481.823
India,IND,2014,514.809
India,IND,2015,503.094
India,IND,2016,525.517
India,IND,2017,588.75
India,IND,2018,653.641
India,IND,2019,736.188
Indonesia,IDN,1965,5.07
Indonesia,IDN,1966,6.592
Indonesia,IDN,1967,7.403
Indonesia,IDN,1968,9.146
Indonesia,IDN,1969,9.563
Indonesia,IDN,1970,11.625
Indonesia,IDN,1971,3.83
Indonesia,IDN,1972,3.425
Indonesia,IDN,1973,4.321
Indonesia,IDN,1974,4.788
Indonesia,IDN,1975,5.021
Indonesia,IDN,1976,2.946
Indonesia,IDN,1977,4.898
Indonesia,IDN,1978,3.499
Indonesia,IDN,1979,3.892
Indonesia,IDN,1980,3.523
Indonesia,IDN,1981,3.511
Indonesia,IDN,1982,3.83
Indonesia,IDN,1983,5.758
Indonesia,IDN,1984,6.285
Indonesia,IDN,1985,7.685
Indonesia,IDN,1986,12.374
Indonesia,IDN,1987,12.73
Indonesia,IDN,1988,13.983
Indonesia,IDN,1989,17.444
Indonesia,IDN,1990,21.166
Indonesia,IDN,1991,23.502
Indonesia,IDN,1992,29.809
Indonesia,IDN,1993,27.731
Indonesia,IDN,1994,26.63
Indonesia,IDN,1995,29.182
Indonesia,IDN,1996,31.02
Indonesia,IDN,1997,23.872
Indonesia,IDN,1998,37.917
Indonesia,IDN,1999,39.779
Indonesia,IDN,2000,41.357
Indonesia,IDN,2001,48.819
Indonesia,IDN,2002,44.354
Indonesia,IDN,2003,41.958
Indonesia,IDN,2004,44.231
Indonesia,IDN,2005,46.642
Indonesia,IDN,2006,43.58
Indonesia,IDN,2007,49.087
Indonesia,IDN,2008,52.815
Indonesia,IDN,2009,56.218
Indonesia,IDN,2010,72.085
Indonesia,IDN,2011,60.047
Indonesia,IDN,2012,63.704
Indonesia,IDN,2013,77.26
Indonesia,IDN,2014,81.325
Indonesia,IDN,2015,69.175
Indonesia,IDN,2016,102.079
Indonesia,IDN,2017,102.819
Indonesia,IDN,2018,112.294
Indonesia,IDN,2019,150.75
Iran,IRN,1965,4.775
Iran,IRN,1966,5.131
Iran,IRN,1967,5.524
Iran,IRN,1968,5.942
Iran,IRN,1969,6.396
Iran,IRN,1970,6.887
Iran,IRN,1971,7.403
Iran,IRN,1972,9.723
Iran,IRN,1973,8.237
Iran,IRN,1974,9.072
Iran,IRN,1975,9.526
Iran,IRN,1976,10.656
Iran,IRN,1977,11.012
Iran,IRN,1978,17.248
Iran,IRN,1979,14.952
Iran,IRN,1980,15.505
Iran,IRN,1981,16.929
Iran,IRN,1982,17.764
Iran,IRN,1983,17.383
Iran,IRN,1984,16.254
Iran,IRN,1985,16.386
Iran,IRN,1986,19.583
Iran,IRN,1987,21.711
Iran,IRN,1988,22.906
Iran,IRN,1989,18.7
Iran,IRN,1990,20.503
Iran,IRN,1991,15.575
Iran,IRN,1992,25.567
Iran,IRN,1993,29.258
Iran,IRN,1994,19.156
Iran,IRN,1995,23.119
Iran,IRN,1996,24.483
Iran,IRN,1997,16.503
Iran,IRN,1998,20.8
Iran,IRN,1999,14.383
Iran,IRN,2000,10.604
Iran,IRN,2001,11.469
Iran,IRN,2002,22.051
Iran,IRN,2003,26.196
Iran,IRN,2004,32.428
Iran,IRN,2005,39.054
Iran,IRN,2006,49.809
Iran,IRN,2007,48.078
Iran,IRN,2008,20.152
Iran,IRN,2009,18.236
Iran,IRN,2010,27.304
Iran,IRN,2011,28.299
Iran,IRN,2012,32.788
Iran,IRN,2013,38.033
Iran,IRN,2014,37.535
Iran,IRN,2015,34.182
Iran,IRN,2016,39.515
Iran,IRN,2017,44.121
Iran,IRN,2018,29.533
Iran,IRN,2019,73.087
Iraq,IRQ,1965,0.196
Iraq,IRQ,1966,0.258
Iraq,IRQ,1967,0.295
Iraq,IRQ,1968,0.356
Iraq,IRQ,1969,0.393
Iraq,IRQ,1970,0.479
Iraq,IRQ,1971,0.556
Iraq,IRQ,1972,0.556
Iraq,IRQ,1973,0.806
Iraq,IRQ,1974,1.111
Iraq,IRQ,1975,1.281
Iraq,IRQ,1976,1.275
Iraq,IRQ,1977,1.572
Iraq,IRQ,1978,1.967
Iraq,IRQ,1979,2.867
Iraq,IRQ,1980,1.917
Iraq,IRQ,1981,1.694
Iraq,IRQ,1982,1.667
Iraq,IRQ,1983,1.667
Iraq,IRQ,1984,1.694
Iraq,IRQ,1985,1.694
Iraq,IRQ,1986,1.667
Iraq,IRQ,1987,7.222
Iraq,IRQ,1988,7.222
Iraq,IRQ,1989,7.222
Iraq,IRQ,1990,12.917
Iraq,IRQ,1991,5.959
Iraq,IRQ,1992,14.497
Iraq,IRQ,1993,17.116
Iraq,IRQ,1994,17.355
Iraq,IRQ,1995,19.777
Iraq,IRQ,1996,18.026
Iraq,IRQ,1997,18.356
Iraq,IRQ,1998,17.215
Iraq,IRQ,1999,9.886
Iraq,IRQ,2000,8.879
Iraq,IRQ,2001,10.214
Iraq,IRQ,2002,12.503
Iraq,IRQ,2003,12.957
Iraq,IRQ,2004,15.565
Iraq,IRQ,2005,13.164
Iraq,IRQ,2006,13.34
Iraq,IRQ,2007,12.129
Iraq,IRQ,2008,7.74
Iraq,IRQ,2009,7.425
Iraq,IRQ,2010,9.426
Iraq,IRQ,2011,8.81
Iraq,IRQ,2012,11.325
Iraq,IRQ,2013,11.918
Iraq,IRQ,2014,7.361
Iraq,IRQ,2015,6.586
Iraq,IRQ,2016,8.622
Iraq,IRQ,2017,5.583
Iraq,IRQ,2018,4.66
Iraq,IRQ,2019,6.277
Ireland,IRL,1965,2.617
Ireland,IRL,1966,2.358
Ireland,IRL,1967,2.229
Ireland,IRL,1968,2.132
Ireland,IRL,1969,1.615
Ireland,IRL,1970,2.229
Ireland,IRL,1971,1.292
Ireland,IRL,1972,1.906
Ireland,IRL,1973,1.777
Ireland,IRL,1974,2.197
Ireland,IRL,1975,1.454
Ireland,IRL,1976,1.648
Ireland,IRL,1977,2.068
Ireland,IRL,1978,1.938
Ireland,IRL,1979,2.294
Ireland,IRL,1980,2.326
Ireland,IRL,1981,2.391
Ireland,IRL,1982,2.229
Ireland,IRL,1983,2.164
Ireland,IRL,1984,1.906
